url,city,value,you_save,discount_pct,num_sold,limited_quantity,sold_out,tipped_at,tips_with,started_at,weekday_start,duration,featured,category,likes
http://www.groupon.com/chicago/deals/dr-speron-plastic-surgery,Chicago,5250,4651,89,24,1,0,13:47:00,15,5/13/2011,Fri,3,0,Beauty & Spas,10
http://www.groupon.com/chicago/deals/vip-express-car-wash-wood-dale,Chicago,79,39,49,213,0,0,7:39:00,25,5/13/2011,Fri,1,0,Automotive,12
http://www.groupon.com/chicago/deals/salt-creek-golf-club,Chicago,54,29,54,709,1,0,7:37:00,50,5/13/2011,Fri,3,0,Health & Fitness,22
http://www.groupon.com/chicago/deals/wheaton-sport-center,Chicago,150,75,50,100,1,1,6:58:00,10,5/13/2011,Fri,2,0,Health & Fitness,6
http://www.groupon.com/chicago/deals/suparossa,Chicago,30,15,50,2100,0,0,5:26:00,40,5/13/2011,Fri,1,0,Restaurants,29
http://www.groupon.com/chicago/deals/sports-clips-evanston,Chicago,25,13,52,279,0,0,8:28:00,40,5/14/2011,Sat,2,0,Beauty & Spas,4
http://www.groupon.com/chicago/deals/hidden-cove-sportsplex,Chicago,32,16,50,172,0,0,6:51:00,10,5/14/2011,Sat,2,0,Health & Fitness,26
http://www.groupon.com/chicago/deals/valentina,Chicago,80,40,50,370,1,0,6:41:00,15,5/14/2011,Sat,3,0,Shopping,4
http://www.groupon.com/chicago/deals/worldwide-fitness-boot-camps,Chicago,197,157,80,905,1,0,6:52:00,35,5/14/2011,Sat,2,0,Other,167
http://www.groupon.com/chicago/deals/arboretum-uncorked-untapped,Chicago,100,60,60,250,1,1,NULL,20,5/14/2011,Sat,2,0,Food & Drink,28
http://www.groupon.com/chicago/deals/eye-boutique-wisconsin-vision,Chicago,175,125,71,530,0,0,5:41:00,5,5/14/2011,Sat,3,0,Shopping,26
http://www.groupon.com/chicago/deals/candleberry-candle-company-chicago-1,Chicago,30,15,50,190,0,0,7:36:00,20,5/14/2011,Sat,2,0,Shopping,1
http://www.groupon.com/chicago/deals/choice-eating-inc,Chicago,120,60,50,184,0,0,8:54:00,20,5/14/2011,Sat,2,0,Food & Drink,18
http://www.groupon.com/chicago/deals/seabreeze-charter,Chicago,300,170,57,500,1,1,2:01:00,10,5/14/2011,Sat,2,1,Arts and Entertainment,1
http://www.groupon.com/chicago/deals/peeled-inc,Chicago,214,115,54,771,1,0,5:51:00,15,5/15/2011,Sun,2,0,Health & Fitness,44
http://www.groupon.com/chicago/deals/fresh-dlite,Chicago,10,5,50,500,1,1,6:25:00,25,5/15/2011,Sun,1,0,Restaurants,18
http://www.groupon.com/chicago/deals/citylisten-audio-tour,Chicago,15,7,47,184,0,0,7:51:00,25,5/15/2011,Sun,1,0,Arts and Entertainment,5
http://www.groupon.com/chicago/deals/blockbuster-express-chicago-1,Chicago,5,3,60,5428,0,0,0:26:00,25,5/15/2011,Sun,2,0,Arts and Entertainment,129
http://www.groupon.com/chicago/deals/piragis-northwoods-company,Chicago,300,150,50,6,1,0,NULL,25,5/15/2011,Sun,2,0,Arts and Entertainment,4
http://www.groupon.com/chicago/deals/ultimate-martial-arts,Chicago,100,61,61,153,1,0,10:09:00,25,5/15/2011,Sun,2,0,Health & Fitness,22
http://www.groupon.com/chicago/deals/lutz-cafe-pastry-shop,Chicago,10,5,50,4056,0,0,6:16:00,200,5/15/2011,Sun,1,1,Food & Drink,91
http://www.groupon.com/chicago/deals/baby-genius-chicago-1,Chicago,49,24,49,529,0,0,5:41:00,20,5/15/2011,Sun,2,0,Shopping,17
http://www.groupon.com/chicago/deals/third-coast-bags,Chicago,60,30,50,65,0,0,13:51:00,50,5/14/2011,Sat,3,0,Arts and Entertainment,42
http://www.groupon.com/chicago/deals/north-wall,Chicago,52,33,63,638,1,0,7:38:00,25,5/15/2011,Sun,2,0,Arts and Entertainment,84
http://www.groupon.com/chicago/deals/billy-casper-golf-chicago-1,Chicago,162,92,57,29,0,0,20:35:00,10,5/15/2011,Sun,2,0,Health & Fitness,7
http://www.groupon.com/chicago/deals/greenwise-organic-lawn-care,Chicago,117,67,57,30,0,0,17:06:00,10,5/16/2011,Mon,7,0,Home Services,6
http://www.groupon.com/chicago/deals/golf-nation-chicago,Chicago,190,115,61,51,1,0,9:00:00,10,5/16/2011,Mon,2,0,Health & Fitness,3
http://www.groupon.com/chicago/deals/the-improv-comedy-club-schaumburg,Chicago,141,117,83,2429,0,0,3:56:00,50,5/16/2011,Mon,1,0,Nightlife,179
http://www.groupon.com/chicago/deals/powers-collectibles-chicago,Chicago,499,270,54,37,1,0,7:07:00,5,5/16/2011,Mon,3,0,Shopping,11
http://www.groupon.com/chicago/deals/zengeler-cleaners,Chicago,50,25,50,1489,0,0,6:42:00,100,5/16/2011,Mon,1,0,Professional Services,25
http://www.groupon.com/chicago/deals/sues-hair-removal,Chicago,25,13,52,203,1,0,9:19:00,40,5/16/2011,Mon,1,0,Beauty & Spas,67
http://www.groupon.com/chicago/deals/amatos-pizzeria,Chicago,20,10,50,1294,1,0,5:17:00,50,5/16/2011,Mon,1,0,Restaurants,24
http://www.groupon.com/chicago/deals/chicago-chinese-cultural-institute,Chicago,20,10,50,503,1,0,5:51:00,25,5/16/2011,Mon,1,0,Arts and Entertainment,27
http://www.groupon.com/chicago/deals/chicagoland-speedway,Chicago,190,95,50,747,1,0,11:36:00,250,5/16/2011,Mon,2,1,Arts and Entertainment,298
http://www.groupon.com/chicago/deals/bottoms-up-sports-bar-grill,Chicago,20,10,50,464,0,0,6:51:00,25,5/16/2011,Mon,1,0,Nightlife,29
http://www.groupon.com/chicago/deals/jackson-junge-gallery,Chicago,110,61,55,87,0,0,9:17:00,5,5/16/2011,Mon,7,0,Shopping,9
http://www.groupon.com/chicago/deals/comfort-zone-bbq-aurora,Chicago,20,10,50,781,1,0,6:57:00,75,5/16/2011,Mon,1,0,Restaurants,54
http://www.groupon.com/chicago/deals/fonda-isabel-chicago-1,Chicago,35,20,57,1246,0,0,7:02:00,100,5/16/2011,Mon,1,0,Restaurants,18
http://www.groupon.com/chicago/deals/village-pilates-studio,Chicago,90,51,57,275,1,0,8:30:00,50,5/16/2011,Mon,2,0,Health & Fitness,24
http://www.groupon.com/chicago/deals/nutrishop-naperville,Chicago,30,15,50,120,0,0,8:07:00,20,5/16/2011,Mon,1,0,Food & Drink,9
http://www.groupon.com/chicago/deals/fireside-bowl-chicago-1,Chicago,37,25,68,807,0,0,8:59:00,200,5/16/2011,Mon,1,0,Arts and Entertainment,59
http://www.groupon.com/chicago/deals/sugar-grove-health-center,Chicago,200,101,51,29,0,0,11:13:00,10,5/17/2011,Tue,2,0,Beauty & Spas,4
http://www.groupon.com/chicago/deals/cigar-king-chicago,Chicago,30,15,50,821,0,0,5:47:00,15,5/17/2011,Tue,1,0,Shopping,68
http://www.groupon.com/chicago/deals/no-chip-manicure-boutique,Chicago,60,30,50,415,1,0,6:52:00,25,5/17/2011,Tue,1,0,Beauty & Spas,51
http://www.groupon.com/chicago/deals/jillians-day-spa-chicago,Chicago,28,14,50,115,1,0,8:53:00,20,5/17/2011,Tue,1,0,Beauty & Spas,4
http://www.groupon.com/chicago/deals/meadows-golf-blue-island,Chicago,90,55,61,1200,1,1,6:17:00,25,5/17/2011,Tue,2,0,Health & Fitness,63
http://www.groupon.com/chicago/deals/eye-designs,Chicago,99,74,75,56,0,0,9:54:00,10,5/17/2011,Tue,2,0,Shopping,24
http://www.groupon.com/chicago/deals/nancys-pizza-lake-in-the-hills,Chicago,20,10,50,627,0,0,6:32:00,40,5/17/2011,Tue,1,0,Restaurants,37
http://www.groupon.com/chicago/deals/los-comales,Chicago,20,10,50,1589,0,0,6:17:00,100,5/17/2011,Tue,1,0,Restaurants,253
http://www.groupon.com/chicago/deals/entertainment-cruises-mystic-blue,Chicago,91,46,51,7144,1,0,7:14:00,250,5/17/2011,Tue,2,1,Travel,470
http://www.groupon.com/chicago/deals/maximo-chicago,Chicago,80,52,65,512,1,0,0:41:00,10,5/17/2011,Tue,1,0,Shopping,30
http://www.groupon.com/chicago/deals/jets-pizza-chicago-2,Chicago,20,10,50,878,0,0,6:52:00,50,5/17/2011,Tue,1,0,Restaurants,25
http://www.groupon.com/chicago/deals/decoma-day-camp,Chicago,1775,890,50,8,1,0,10:05:00,2,5/17/2011,Tue,3,0,Arts and Entertainment,40
http://www.groupon.com/chicago/deals/le-poulet-bistro,Chicago,20,10,50,416,1,0,6:11:00,20,5/17/2011,Tue,1,0,Restaurants,12
http://www.groupon.com/chicago/deals/tiparos-thai-cuisine-sushi-bar,Chicago,20,10,50,1438,0,0,2:31:00,25,5/17/2011,Tue,1,0,Restaurants,22
http://www.groupon.com/chicago/deals/tea-district-chicago,Chicago,25,13,52,208,0,0,6:48:00,15,5/18/2011,Wed,1,0,Restaurants,5
http://www.groupon.com/chicago/deals/cassady-massage-therapy,Chicago,75,40,53,300,1,1,5:57:00,15,5/18/2011,Wed,2,0,Beauty & Spas,17
http://www.groupon.com/chicago/deals/northwest-acupuncture,Chicago,90,51,57,75,0,0,7:39:00,10,5/18/2011,Wed,1,0,Beauty & Spas,4
http://www.groupon.com/chicago/deals/northwoods-adventures-chicago-1,Chicago,53,28,53,324,0,0,11:26:00,25,5/18/2011,Wed,2,0,Arts and Entertainment,97
http://www.groupon.com/chicago/deals/chicago-kids-company-pinocchio,Chicago,40,20,50,421,1,0,6:47:00,25,5/18/2011,Wed,1,0,Arts and Entertainment,38
http://www.groupon.com/chicago/deals/blake-standard,Chicago,60,30,50,63,1,0,10:36:00,25,5/18/2011,Wed,2,0,Shopping,26
http://www.groupon.com/chicago/deals/bikram-yoga-burr-ridge,Chicago,90,45,50,491,0,0,8:10:00,50,5/18/2011,Wed,2,0,Health & Fitness,68
http://www.groupon.com/chicago/deals/pitchfork,Chicago,30,15,50,899,1,0,7:39:00,100,5/18/2011,Wed,1,0,Restaurants,55
http://www.groupon.com/chicago/deals/cucina-biagio,Chicago,40,20,50,429,0,0,7:18:00,40,5/18/2011,Wed,1,0,Restaurants,5
http://www.groupon.com/chicago/deals/branyas-bakery,Chicago,12,6,50,321,0,0,6:37:00,25,5/18/2011,Wed,1,0,Food & Drink,11
http://www.groupon.com/chicago/deals/quiznos-national-chicago-il,Chicago,51,25,49,1486,0,0,0:41:00,25,5/18/2011,Wed,1,1,Restaurants,93
http://www.groupon.com/chicago/deals/park-place-dental-llc,Chicago,196,137,70,53,1,0,10:36:00,15,5/18/2011,Wed,1,0,Health & Fitness,19
http://www.groupon.com/chicago/deals/northwoods-chicago,Chicago,20,10,50,717,1,0,6:37:00,40,5/18/2011,Wed,1,0,Nightlife,23
http://www.groupon.com/chicago/deals/quiznos-national-chicago-il-1,Chicago,51,25,49,858,0,0,5:11:00,25,5/18/2011,Wed,1,0,Restaurants,39
